"filename", "language", "JSON with Comments", "TypeScript", "PostCSS", "JavaScript", "MS SQL", "TypeScript JSX", "JSON", "Markdown", "comment", "blank", "total"
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/friends/hooks/useFriendRequestCount.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 1, 8, 48
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/friends/hooks/useFriends.ts", "TypeScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 18, 154
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/friends/hooks/useSearch.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 2, 9, 52
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/friends/utils/purgeRelationship.ts", "TypeScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 10, 63
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/components/MemoriesGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 5, 49
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/components/MemoryCell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 70, 0, 0, 0, 8, 78
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/components/MemoryUploadProgress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 0, 7, 45
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/components/MemoryViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 393, 0, 0, 2, 27, 422
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/hooks/useMemories.ts", "TypeScript", 0, 214, 0, 0, 0, 0, 0, 0, 5, 29, 248
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/hooks/useMemoryUpload.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 63
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/lib/galleryIngest.ts", "TypeScript", 0, 185, 0, 0, 0, 0, 0, 0, 1, 30, 216
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/lib/memoriesBootstrap.ts", "TypeScript", 0, 89, 0, 0, 0, 0, 0, 0, 6, 10, 105
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/memories/lib/memoryImageCache.ts", "TypeScript", 0, 215, 0, 0, 0, 0, 0, 0, 0, 27, 242
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/components/AvatarPicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/components/ProfileHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 5, 54
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/components/SnapScore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/components/StreakSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 79, 0, 0, 1, 9, 89
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/hooks/useProfile.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 1, 8, 85
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/hooks/useSnapScore.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/store/profileStore.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/profile/utils/horoscope.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 5, 63
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/settings/components/EditFieldScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 145, 0, 0, 0, 7, 152
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/components/StoryCreator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 64, 0, 0, 0, 7, 71
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/components/StoryFeed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 65, 0, 0, 0, 6, 71
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/components/StoryProgressBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 82, 0, 0, 2, 10, 94
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/components/StoryRing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 4, 57
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/components/StoryViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 407, 0, 0, 3, 36, 446
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/hooks/useStories.ts", "TypeScript", 0, 97, 0, 0, 0, 0, 0, 0, 2, 20, 119
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/hooks/useStoryViewer.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 8, 49
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/features/stories/store/storiesStore.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/hooks/useAppState.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/hooks/useDebounce.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/hooks/useNetworkState.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/imageManipulator/processor.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 13, 81
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/jobs.ts", "TypeScript", 0, 91, 0, 0, 0, 0, 0, 0, 0, 15, 106
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/networkStore.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 10, 50
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/outboxHandlers.ts", "TypeScript", 0, 340, 0, 0, 0, 0, 0, 0, 0, 44, 384
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/outboxRunner.ts", "TypeScript", 0, 151, 0, 0, 0, 0, 0, 0, 6, 20, 177
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/persistMedia.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/silence.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 1, 10, 87
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/usePendingCount.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/offline/uuid.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/dev/Documents/Snapchat-clone-v2/my-expo-app/src/lib/redis/client.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 8, 39
